,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000223956,26.52351392,1.653872079,0.388429716,4.257841282,2.06E-05,0.001533344
ENSG00000187889,1334.130063,0.580355272,0.136330667,4.256967879,2.07E-05,0.001534179
ENSG00000250266,88.7176079,-0.958945689,0.225308873,-4.256138138,2.08E-05,0.001534731
ENSG00000275004,399.9377887,-0.656632154,0.154325609,-4.254848948,2.09E-05,0.001538454
ENSG00000038945,105.6968498,1.538727202,0.362041847,4.250136318,2.14E-05,0.001561962
ENSG00000198739,1011.595653,-0.983690591,0.231458435,-4.249966492,2.14E-05,0.001561962
ENSG00000160199,386.7452266,-0.45463838,0.107060271,-4.246564827,2.17E-05,0.001580621
ENSG00000155906,377.8224148,-0.402992066,0.095009005,-4.241619699,2.22E-05,0.001604349
ENSG00000157224,1165.432074,-0.542197596,0.127825239,-4.241710002,2.22E-05,0.001604349
ENSG00000213965,631.8246953,-0.491728983,0.115946114,-4.241013068,2.23E-05,0.001604349
ENSG00000155465,61.19990749,1.181983439,0.278807833,4.239419777,2.24E-05,0.001610515
ENSG00000133063,14.48777034,4.76503963,1.125181318,4.234908234,2.29E-05,0.001632555
ENSG00000189362,63.86298634,0.739652762,0.17465467,4.234944079,2.29E-05,0.001632555
ENSG00000171724,545.3740288,-0.782645281,0.185012098,-4.2302384,2.33E-05,0.001661442
ENSG00000088827,11.43609491,2.880104166,0.681336687,4.227137948,2.37E-05,0.001679076
ENSG00000156261,2881.681277,-0.502398901,0.119052572,-4.219975194,2.44E-05,0.001727768
ENSG00000122585,855.3674478,1.628638893,0.386464641,4.21419897,2.51E-05,0.001766917
ENSG00000100380,3960.603554,-0.392426488,0.093203316,-4.210434822,2.55E-05,0.001790895
ENSG00000107317,70.71845174,1.59944293,0.379998298,4.209079194,2.56E-05,0.001791138
ENSG00000138796,11645.11792,-0.731838176,0.173875853,-4.208969572,2.57E-05,0.001791138
ENSG00000151276,835.7441431,0.407706619,0.096915881,4.206809208,2.59E-05,0.001801507
ENSG00000197256,128.2853041,0.943878301,0.224399609,4.206238621,2.60E-05,0.001801507
ENSG00000175130,101.2070612,1.033982544,0.245875979,4.20530118,2.61E-05,0.00180332
ENSG00000104894,26.45289173,1.466965337,0.349112914,4.201979584,2.65E-05,0.001824272
ENSG00000058668,1138.280832,0.455168169,0.108417675,4.198283822,2.69E-05,0.001848518
ENSG00000155016,616.179136,-0.523435497,0.124738706,-4.196255637,2.71E-05,0.001856323
ENSG00000256540,65.28215745,1.111052472,0.264793401,4.195922054,2.72E-05,0.001856323
ENSG00000166033,326.3256937,0.932906452,0.222572788,4.191466809,2.77E-05,0.001887318
ENSG00000118579,1338.818586,-0.301510135,0.07200671,-4.187250547,2.82E-05,0.001906672
ENSG00000131477,79.51253319,0.845810836,0.201958465,4.188043501,2.81E-05,0.001906672
ENSG00000188153,34.32528724,1.707541015,0.407813877,4.18705962,2.83E-05,0.001906672
ENSG00000255112,770.2276335,-0.385338159,0.0920541,-4.185996694,2.84E-05,0.001909778
ENSG00000132463,2744.098043,-0.363178989,0.086859975,-4.181200715,2.90E-05,0.001934852
ENSG00000172264,146.9446793,-0.47564086,0.113763449,-4.18096378,2.90E-05,0.001934852
ENSG00000225833,12.74153835,-1.951774089,0.46669228,-4.182143503,2.89E-05,0.001934852
ENSG00000129646,43.06970881,1.134069976,0.271462791,4.177625867,2.95E-05,0.001951666
ENSG00000159189,186.236327,1.329074957,0.318133609,4.177725712,2.94E-05,0.001951666
ENSG00000047644,316.5732081,0.430129583,0.103026638,4.174935643,2.98E-05,0.00196896
ENSG00000101350,1865.575461,-0.228888466,0.054841156,-4.173662324,3.00E-05,0.001974091
ENSG00000211772,21.88831719,2.07637278,0.497693444,4.171991426,3.02E-05,0.001982709
ENSG00000143457,766.3602271,-0.473118343,0.113427335,-4.171113982,3.03E-05,0.001984454
ENSG00000226950,1107.001081,-0.41568328,0.099719974,-4.168505718,3.07E-05,0.002001356
ENSG00000100300,60.66774754,0.929187069,0.223059657,4.165643758,3.10E-05,0.002020653
ENSG00000101367,2029.000159,-0.512353299,0.123119384,-4.161434875,3.16E-05,0.002047839
ENSG00000122641,262.6974094,0.999384727,0.240164481,4.161251167,3.17E-05,0.002047839
ENSG00000063046,3765.938482,-0.393493267,0.094589195,-4.160023427,3.18E-05,0.002052859
ENSG00000026103,106.3462379,1.1024571,0.265280108,4.155822714,3.24E-05,0.002084851
ENSG00000060656,102.4827903,-0.782900617,0.188481321,-4.153730534,3.27E-05,0.002087017
ENSG00000150625,1707.989196,-0.794676514,0.191310404,-4.153859378,3.27E-05,0.002087017
ENSG00000174010,205.1919904,-0.46840481,0.112770966,-4.153594026,3.27E-05,0.002087017
ENSG00000146476,623.9370671,-0.625663292,0.15082725,-4.148211233,3.35E-05,0.002124408
ENSG00000167654,96.76364787,1.21715309,0.293413182,4.148256334,3.35E-05,0.002124408
ENSG00000155366,244.4503521,0.77437723,0.186726632,4.147117214,3.37E-05,0.002128464
ENSG00000143119,94.88892162,1.752681804,0.422846431,4.144960621,3.40E-05,0.002142457
ENSG00000070831,4451.358229,-0.412464926,0.099555603,-4.143060918,3.43E-05,0.002154134
ENSG00000146006,112.0262645,0.719036789,0.173684256,4.139907691,3.47E-05,0.002171584
ENSG00000188599,114.8402771,0.581381757,0.140413302,4.140503417,3.47E-05,0.002171584
ENSG00000116161,1000.811204,-0.38961578,0.094158949,-4.137851863,3.51E-05,0.002178784
ENSG00000162576,61.66665426,1.439434797,0.347859847,4.137973407,3.50E-05,0.002178784
ENSG00000002933,1041.124691,0.725043897,0.175289615,4.136262712,3.53E-05,0.002187757
ENSG00000100599,9.896360793,1.502495343,0.363425826,4.134255837,3.56E-05,0.002188518
ENSG00000145708,53.18269421,1.320283841,0.31933538,4.134474044,3.56E-05,0.002188518
ENSG00000259367,11.09190707,1.277310344,0.308927322,4.134662924,3.55E-05,0.002188518
ENSG00000172037,154.6149973,1.003036385,0.242711229,4.132632802,3.59E-05,0.002197913
ENSG00000111802,1493.08293,-0.359055506,0.086902469,-4.131706609,3.60E-05,0.002200676
ENSG00000155324,870.3814016,-0.434605794,0.105207685,-4.130932025,3.61E-05,0.002202006
ENSG00000199488,4.040269592,-1.588281711,0.38454429,-4.130295916,3.62E-05,0.002202025
ENSG00000109814,750.5714978,-0.359388851,0.087098087,-4.12625425,3.69E-05,0.002222898
ENSG00000154269,13.06260322,1.842917823,0.446507297,4.127408071,3.67E-05,0.002222898
ENSG00000280119,121.0839239,0.866247057,0.209936525,4.126233184,3.69E-05,0.002222898
ENSG00000034510,2184.953292,0.586986389,0.142321852,4.124358843,3.72E-05,0.002230965
ENSG00000188938,554.441243,-0.277833725,0.067367589,-4.124145298,3.72E-05,0.002230965
ENSG00000087266,86.73620909,0.757618432,0.183796585,4.122048474,3.76E-05,0.002245273
ENSG00000022355,81.33117953,-1.656245192,0.402196669,-4.117998277,3.82E-05,0.002270578
ENSG00000120696,527.1864288,-0.315700691,0.076676557,-4.117303946,3.83E-05,0.002270578
ENSG00000187068,87.25922145,-1.111298768,0.269899389,-4.117455664,3.83E-05,0.002270578
ENSG00000239951,17.86563299,3.184338417,0.773464361,4.116981435,3.84E-05,0.002270578
ENSG00000170540,2869.136651,-0.477689541,0.116170807,-4.111958528,3.92E-05,0.002310896
ENSG00000172840,146.8822043,-0.572838473,0.139319559,-4.111687371,3.93E-05,0.002310896
ENSG00000166888,367.9216032,0.520075841,0.126575054,4.108833652,3.98E-05,0.002333411
ENSG00000163468,3764.601746,-0.408773316,0.099585257,-4.104757357,4.05E-05,0.002368638
ENSG00000114054,624.035445,-0.392850344,0.095882611,-4.097201164,4.18E-05,0.002440795
ENSG00000178104,1527.822588,-0.333875397,0.081523709,-4.095439239,4.21E-05,0.002452944
ENSG00000113569,465.5346522,-0.387443617,0.094660409,-4.092984822,4.26E-05,0.002461752
ENSG00000135899,272.7397386,0.554403068,0.135458747,4.092781597,4.26E-05,0.002461752
ENSG00000171497,599.5379562,-0.448905229,0.10967888,-4.09290495,4.26E-05,0.002461752
ENSG00000242110,41.83657817,-0.598320262,0.146242759,-4.09128129,4.29E-05,0.002471266
ENSG00000087053,477.9831654,-0.408770527,0.099983964,-4.088360888,4.34E-05,0.002480623
ENSG00000135596,312.3444315,0.776905179,0.190045544,4.087994703,4.35E-05,0.002480623
ENSG00000158869,160.0396873,1.325147484,0.324028031,4.089607552,4.32E-05,0.002480623
ENSG00000187288,8.863262662,4.088380715,1.000005743,4.088357237,4.34E-05,0.002480623
ENSG00000180730,88.76666831,1.972799419,0.482980703,4.08463404,4.41E-05,0.002510311
ENSG00000134827,110.1687474,2.803178521,0.687100613,4.079720595,4.51E-05,0.002557372
ENSG00000130513,25.95231954,1.818123531,0.445931514,4.077136226,4.56E-05,0.002579322
ENSG00000061273,136.9331231,0.840245753,0.206133412,4.076222996,4.58E-05,0.002582845
ENSG00000104973,92.31222065,0.563769144,0.13838159,4.07401839,4.62E-05,0.002600779
ENSG00000140279,40.7905034,2.418765202,0.593900783,4.072675553,4.65E-05,0.002609168
ENSG00000196739,1060.674821,0.847352872,0.208095971,4.071933104,4.66E-05,0.002610858
ENSG00000067798,289.1680291,0.613183086,0.150886399,4.063872482,4.83E-05,0.002628966
ENSG00000078142,692.8459069,-0.279270388,0.068679493,-4.066284973,4.78E-05,0.002628966
ENSG00000091986,472.1395834,1.656830785,0.407291696,4.067921841,4.74E-05,0.002628966
ENSG00000103496,170.5336195,0.560481487,0.137899803,4.064411067,4.82E-05,0.002628966
ENSG00000115310,8386.296687,-0.366300136,0.090113785,-4.064862386,4.81E-05,0.002628966
ENSG00000118495,2830.654299,-0.540147844,0.132875037,-4.065081418,4.80E-05,0.002628966
ENSG00000136274,41.01609794,0.876250842,0.215370385,4.068576289,4.73E-05,0.002628966
ENSG00000160293,158.3478086,0.753723681,0.185546506,4.062182019,4.86E-05,0.002628966
ENSG00000163346,746.408977,0.960048657,0.236248944,4.063716174,4.83E-05,0.002628966
ENSG00000167378,494.7145106,-0.330196231,0.081264995,-4.063203743,4.84E-05,0.002628966
ENSG00000178988,1686.748696,-0.303215639,0.074528387,-4.068458382,4.73E-05,0.002628966
ENSG00000197471,6.110000108,1.785349739,0.439476758,4.062444049,4.86E-05,0.002628966
ENSG00000243449,38.92325204,0.976997676,0.240205779,4.06733627,4.76E-05,0.002628966
ENSG00000254431,4.214953778,2.404065568,0.591549879,4.064011596,4.82E-05,0.002628966
ENSG00000170044,127.7368215,-1.266167226,0.311798723,-4.060848018,4.89E-05,0.002637569
ENSG00000237541,18.90160322,1.825631579,0.449810155,4.05867133,4.94E-05,0.002655778
ENSG00000106211,431.2338358,0.630094199,0.155303157,4.057188596,4.97E-05,0.002666186
ENSG00000196169,64.48302371,1.088601061,0.268688164,4.051540811,5.09E-05,0.002724751
ENSG00000115648,106.3808187,1.319935266,0.325950115,4.049500841,5.13E-05,0.002733983
ENSG00000117222,665.5537959,-0.405367803,0.10012819,-4.048488285,5.15E-05,0.002733983
ENSG00000166575,431.4647587,-0.47373253,0.117013076,-4.048543528,5.15E-05,0.002733983
ENSG00000181092,18.15408055,4.224065215,1.043307808,4.048723858,5.15E-05,0.002733983
ENSG00000111674,1991.038667,-0.424963616,0.105019869,-4.04650681,5.20E-05,0.002750177
ENSG00000130635,95.77405924,1.36869032,0.338330609,4.045422678,5.22E-05,0.002750177
ENSG00000138078,3022.534669,-0.340930077,0.084270178,-4.045678855,5.22E-05,0.002750177
ENSG00000150768,478.0446186,-0.403624651,0.099852493,-4.042209068,5.29E-05,0.002781513
ENSG00000126524,1797.293382,-0.46884098,0.116040059,-4.040337315,5.34E-05,0.002797147
ENSG00000005810,1848.392933,-0.223321623,0.055283176,-4.039594648,5.35E-05,0.002799369
ENSG00000253882,10.77153402,-1.325494109,0.328206523,-4.038597697,5.38E-05,0.002804645
ENSG00000025708,12.61221487,1.544229841,0.38243023,4.03793874,5.39E-05,0.0028059
ENSG00000096696,9142.738487,-0.335284413,0.08309796,-4.034809185,5.46E-05,0.002823583
ENSG00000124067,43.12186047,0.820319036,0.203306355,4.03489127,5.46E-05,0.002823583
ENSG00000168679,47.20353376,0.998293217,0.247359078,4.035805855,5.44E-05,0.002823583
ENSG00000154263,278.0669813,0.51161911,0.126834058,4.033767564,5.49E-05,0.002829508
ENSG00000004961,219.4288093,-0.426163526,0.105744715,-4.030116558,5.57E-05,0.00286712
ENSG00000124784,633.7941224,-0.346808161,0.086093118,-4.028291307,5.62E-05,0.002876058
ENSG00000152467,30.40538279,0.805857447,0.200035704,4.028568059,5.61E-05,0.002876058
ENSG00000167034,65.08059004,-1.032691452,0.256415859,-4.02740866,5.64E-05,0.00288019
ENSG00000131018,2420.822177,0.278031432,0.069070293,4.025340274,5.69E-05,0.002895844
ENSG00000204592,1537.291884,0.508282652,0.126294424,4.024585056,5.71E-05,0.002895844
ENSG00000253457,186.4912701,-0.705275807,0.175245345,-4.024505231,5.71E-05,0.002895844
ENSG00000198851,11.63090423,1.792496757,0.445547666,4.023131294,5.74E-05,0.002906115
ENSG00000182704,27.74733192,1.001044002,0.248918624,4.021571322,5.78E-05,0.002918738
ENSG00000112164,141.0666085,-0.767960579,0.191562671,-4.008926028,6.10E-05,0.003072475
ENSG00000198467,141.0560053,0.945175419,0.235805538,4.008283379,6.12E-05,0.003073828
ENSG00000135144,26.37803657,1.690297771,0.422070714,4.004773885,6.21E-05,0.003092565
ENSG00000140443,2336.934098,-0.398190758,0.099441936,-4.004253886,6.22E-05,0.003092565
ENSG00000166111,740.2973294,-0.501947589,0.1253206,-4.005307883,6.19E-05,0.003092565
ENSG00000168685,38.9446733,2.311052151,0.576919993,4.005845139,6.18E-05,0.003092565
ENSG00000226648,20.60362322,0.95087237,0.237470475,4.00417091,6.22E-05,0.003092565
ENSG00000161381,67.02773818,1.268050737,0.316865733,4.001855058,6.28E-05,0.003108993
ENSG00000249242,803.3327544,-0.656221357,0.163961302,-4.002294135,6.27E-05,0.003108993
ENSG00000141367,4542.041243,-0.295459772,0.073870588,-3.99969432,6.34E-05,0.003130495
ENSG00000162735,1223.602093,-0.396423601,0.099185418,-3.996793158,6.42E-05,0.003154977
ENSG00000225683,39.23011085,1.032080839,0.258222539,3.996865815,6.42E-05,0.003154977
ENSG00000280025,4.70589904,3.198135087,0.800753924,3.993904981,6.50E-05,0.00318658
ENSG00000128050,983.3493338,-0.344122417,0.08630935,-3.987081536,6.69E-05,0.003265082
ENSG00000187239,341.0869239,0.406021833,0.10182846,3.98731192,6.68E-05,0.003265082
ENSG00000089060,36.60192234,0.992783057,0.249452227,3.979852446,6.90E-05,0.003344308
ENSG00000169231,192.7766102,0.697031139,0.175145471,3.979726885,6.90E-05,0.003344308
ENSG00000184226,630.7489908,1.061685991,0.266802654,3.979293214,6.91E-05,0.003344308
ENSG00000266412,2788.938219,-0.506630153,0.127301586,-3.979763087,6.90E-05,0.003344308
ENSG00000152944,853.4851887,-0.463245973,0.116445759,-3.978212508,6.94E-05,0.00335219
ENSG00000042493,90.38142866,1.400219223,0.352030516,3.977550696,6.96E-05,0.003354192
ENSG00000111711,1366.673533,-0.469263185,0.118036144,-3.975588918,7.02E-05,0.00336726
ENSG00000132603,302.504312,-0.448667749,0.112854061,-3.97564558,7.02E-05,0.00336726
ENSG00000198959,217.7065649,1.547767394,0.389387779,3.974874095,7.04E-05,0.003370063
ENSG00000145014,42.16374562,0.725955243,0.182661005,3.974330714,7.06E-05,0.003370455
ENSG00000171643,104.4865322,0.907925503,0.228735189,3.96933025,7.21E-05,0.003427132
ENSG00000223865,419.3211242,1.143895676,0.288169338,3.969525986,7.20E-05,0.003427132
ENSG00000109610,53.27287541,1.205227899,0.30378529,3.967367537,7.27E-05,0.003440639
ENSG00000146223,1616.117001,-0.291773979,0.073535683,-3.967787731,7.25E-05,0.003440639
ENSG00000071626,177.3909611,0.466679914,0.117647198,3.966774563,7.29E-05,0.003441175
ENSG00000143110,126.1772896,0.902272037,0.227484036,3.966309253,7.30E-05,0.003441175
ENSG00000161267,119.6430476,-0.633753886,0.159951012,-3.962174902,7.43E-05,0.003493862
ENSG00000247809,37.42669082,1.470248596,0.371142436,3.961413331,7.45E-05,0.003497569
ENSG00000134042,105.0461038,-1.023644139,0.258456932,-3.960598513,7.48E-05,0.003502075
ENSG00000078070,518.1298617,-0.405355122,0.102407251,-3.958265813,7.55E-05,0.003527486
ENSG00000173597,4.854205484,3.617272167,0.913946562,3.957859593,7.56E-05,0.003527486
ENSG00000196664,11.14491937,2.390552189,0.604145038,3.956917691,7.59E-05,0.003533947
ENSG00000086061,4429.79119,-0.499964921,0.126426025,-3.954604444,7.67E-05,0.0035608
ENSG00000013523,1007.964325,-0.315960995,0.079933736,-3.952786515,7.72E-05,0.003580433
ENSG00000233208,3.296482517,2.836450817,0.717679373,3.952253504,7.74E-05,0.003580897
ENSG00000155438,532.2032876,-0.398704843,0.100981882,-3.948280989,7.87E-05,0.003632692
ENSG00000166801,232.9128273,0.684729956,0.173445306,3.947814857,7.89E-05,0.003632692
ENSG00000114573,1742.96127,-0.501060351,0.126968818,-3.94632602,7.94E-05,0.003647728
ENSG00000026025,1129.992137,1.080298763,0.273870192,3.944564956,7.99E-05,0.003657954
ENSG00000133059,979.6446693,-0.272887794,0.069182262,-3.944476303,8.00E-05,0.003657954
ENSG00000143621,2997.854525,-0.357519904,0.090645332,-3.94416233,8.01E-05,0.003657954
ENSG00000180263,213.500351,0.5737344,0.145486405,3.943560216,8.03E-05,0.003659578
ENSG00000090382,68.79355215,1.871765594,0.474985555,3.940678987,8.13E-05,0.003674944
ENSG00000165449,849.3843199,-0.655579286,0.166366108,-3.940581977,8.13E-05,0.003674944
ENSG00000166181,1635.930544,-0.42823628,0.108650972,-3.941393905,8.10E-05,0.003674944
ENSG00000176018,518.8790596,-0.478386579,0.121365376,-3.941705572,8.09E-05,0.003674944
ENSG00000183742,265.0471344,0.572069045,0.145269424,3.937986606,8.22E-05,0.003707314
ENSG00000117984,626.8259464,0.570056828,0.144853859,3.935392754,8.31E-05,0.003739937
ENSG00000164107,39.24884409,1.212924071,0.308254483,3.934814048,8.33E-05,0.003740675
ENSG00000176978,454.6597045,0.704184925,0.178983028,3.934367033,8.34E-05,0.003740675
ENSG00000180525,238.5586244,0.665900463,0.169305007,3.933140985,8.38E-05,0.003752188
ENSG00000018280,55.31222189,0.799517313,0.203381079,3.931129266,8.45E-05,0.003753276
ENSG00000186350,288.6786111,0.534443911,0.135951243,3.931143983,8.45E-05,0.003753276
ENSG00000214595,621.4470107,0.444748312,0.113133726,3.93117355,8.45E-05,0.003753276
ENSG00000242574,92.94391179,1.385928927,0.352433948,3.93245014,8.41E-05,0.003753276
ENSG00000060762,637.2622281,-0.403573752,0.10269519,-3.929821357,8.50E-05,0.003755125
ENSG00000100220,2070.754384,-0.421114253,0.107164185,-3.929617461,8.51E-05,0.003755125
ENSG00000260257,1735.976454,-0.441302322,0.112303128,-3.929563943,8.51E-05,0.003755125
ENSG00000133739,137.7246521,0.552761876,0.140701276,3.928620217,8.54E-05,0.003757844
ENSG00000231013,528.8051132,-0.731907808,0.186310524,-3.928429766,8.55E-05,0.003757844
ENSG00000145781,1247.42413,-0.522972762,0.13321898,-3.925662564,8.65E-05,0.003793754
ENSG00000180071,217.5254259,0.746754482,0.190328182,3.92350977,8.73E-05,0.003820236
ENSG00000088356,315.5676553,-0.378611211,0.096639094,-3.917785169,8.94E-05,0.003904334
ENSG00000185052,65.53060787,0.933072418,0.238290145,3.915698723,9.01E-05,0.003930474
ENSG00000132821,78.2298388,1.165790181,0.297925037,3.913031931,9.11E-05,0.003966313
ENSG00000065320,70.60172262,-1.033705675,0.264202547,-3.912549994,9.13E-05,0.003966416
ENSG00000183960,98.861727,0.882955166,0.22570355,3.912012755,9.15E-05,0.003967442
ENSG00000084636,47.84959948,1.180826409,0.301908973,3.911200109,9.18E-05,0.003973012
ENSG00000038427,306.875398,1.46772771,0.375383235,3.909944749,9.23E-05,0.0039859
ENSG00000217165,49.21999307,-0.644176953,0.164822476,-3.908307697,9.29E-05,0.004005162
ENSG00000185101,31.96097838,1.015607309,0.26003483,3.905658747,9.40E-05,0.004041402
ENSG00000085491,395.3051782,-0.496538106,0.127214562,-3.903154614,9.49E-05,0.004067603
ENSG00000148943,2218.563652,-0.545351269,0.139718787,-3.903206434,9.49E-05,0.004067603
ENSG00000095261,714.4749619,-0.325639913,0.08347406,-3.901091107,9.58E-05,0.004094487
ENSG00000244682,6.120215364,1.582459731,0.405767963,3.899912945,9.62E-05,0.004106504
ENSG00000115944,3813.884459,-0.36593048,0.09387252,-3.898164036,9.69E-05,0.004128283
ENSG00000129757,1948.347614,0.759279474,0.194838133,3.896975731,9.74E-05,0.004140591
ENSG00000173641,3.812415041,2.791484202,0.71675733,3.894601542,9.84E-05,0.004173313
ENSG00000165633,50.31962602,1.111123483,0.285346241,3.893948201,9.86E-05,0.004176544
ENSG00000116903,324.7145487,-0.521196957,0.133931541,-3.891517653,9.96E-05,0.00420248
ENSG00000273820,77.4862792,0.711846694,0.18291888,3.891597702,9.96E-05,0.00420248
ENSG00000139505,856.4115374,-0.449722571,0.115605124,-3.890161236,0.000100178,0.004217976
